index,title,link,ww_points,image,calories,summary,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Key11,Key12,Key13
16,Superfood Triple Berry Chia Pudding,https://www.skinnytaste.com/superfood-triple-berry-chia-pudding/,2,https://www.skinnytaste.com/wp-content/uploads/2013/05/superfood-triple-berry-chia-pudding-260x390.jpg,110,I LOVE chia pudding! And what can be easier than throwing a few chia seeds into a jar with fresh fruit berries and almond milk and giving it a good shake!,DF,GF,,,HF,,,,,,V,,
17,Paprika Chicken Stew,https://www.skinnytaste.com/paprika-chicken-stew/,8,https://www.skinnytaste.com/wp-content/uploads/2020/04/Paprika-Chicken-Stew-9-260x390.jpg,361,"Paprika Chicken Stew is an easy weeknight dish made with chicken pieces on the bone, bell peppers, and lots of Hungarian paprika.",DF,GF,,,,,KF,,,,,,
18,Weeknight Seafood Paella,https://www.skinnytaste.com/weeknight-seafood-paella/,10,https://www.skinnytaste.com/wp-content/uploads/2020/05/Weeknight-Paella-6-260x390.jpg,263,"This easy seafood paella, made with shrimp, clams and chorizo is a delicious one-pot weeknight dish! Under 30 minutes too cook!",DF,GF,,,,,KF,,,,,,
19,Skinny Hummingbird Cupcakes,https://www.skinnytaste.com/skinny-hummingbird-cupcakes/,8,https://www.skinnytaste.com/wp-content/uploads/2012/05/Skinny-Hummingbird-Cupcakes-5-260x390.jpg,198,"These super moist hummingbird cupcakes are light, full of pineapple, chopped bananas, pecans, cinnamon and spices topped off with a sweet cream cheese frosting.",,,,,,,KF,,,,V,,
20,Eggplant Sticks (Baked or Air Fryer),https://www.skinnytaste.com/baked-eggplant-sticks/,2,https://www.skinnytaste.com/wp-content/uploads/2013/07/Baked-Eggplant-Sticks-8-260x390.jpg,87,"These crispy, Eggplant Sticks are breaded with Italian breadcrumbs and Parmesan, baked or air-fried until golden, and served with a quick marinara sauce.",,GF,AF,,,,KF,,,Q,V,,
1,Spinach and Quinoa Patties,https://www.skinnytaste.com/quinoa-and-spinach-patties/,5,https://www.skinnytaste.com/wp-content/uploads/2013/06/Quinoa-and-Spinach-Patties-6-260x390.jpg,236,"These spinach and quinoa patties are delicious, vegetarian and packed with protein and nutrients! They almost make me think I’m eating a chicken cutlet or meatball, without the meat.",,GF,,,,,,,,,V,,
2,Tuna Salad Endive Wraps,https://www.skinnytaste.com/tuna-salad-wraps-25-pts/,2,https://www.skinnytaste.com/wp-content/uploads/2008/12/Tuna-Salad-Endive-Wraps-7-260x390.jpg,160,"Tuna Salad loaded with veggies like celery and broccoli, served in endive leaves make a quick and easy, low-carb lunch.",DF,GF,,,,,KF,LC,,Q,,,
3,Lightened Up Blueberry Scones,https://www.skinnytaste.com/low-fat-blueberry-scones/,9,https://www.skinnytaste.com/wp-content/uploads/2008/12/Blueberry-Scones-3-260x390.jpg,216,"This easy blueberry scones recipe is the perfect Sunday morning treat with a hot cup of tea. Made with buttermilk, vanilla and fresh blueberries, these scones are tender and flavorful.",,,,,,,KF,,,,,,
4,Homemade Rice Pilaf (healthy rice-a-roni),https://www.skinnytaste.com/rice-pilaf/,7,https://www.skinnytaste.com/wp-content/uploads/2020/04/Brown-Rice-Pilaf-7-260x390.jpg,87,"This simple rice pilaf with brown rice and angel hair pasta is a healthy, homemade version of Rice-A-Roni that makes the perfect side dish.",,,,,,,KF,,,Q,,,
5,Sheet Pan Turkey Meatloaf and Broccoli,https://www.skinnytaste.com/sheet-pan-turkey-meatloaf-and-broccoli/,10,https://www.skinnytaste.com/wp-content/uploads/2020/04/Sheet-Pan-Turkey-Meatloaf-and-Broccoli-8-260x390.jpg,335,Sheet Pan Turkey Meatloaf and Broccoli made with individual loaves cooked on a foil-lined sheet pan for a quick meal with easy cleanup.,,GF,,,HF,,KF,,MP,,,,
6,Instant Pot Cilantro Lime Rice,https://www.skinnytaste.com/instant-pot-cilantro-lime-rice/,6,https://www.skinnytaste.com/wp-content/uploads/2009/03/Cilantro-Lime-Rice-7-260x390.jpg,194,This Instant Pot Cilantro Lime Rice is perfect in your favorite Chipotle burrito bowl or as a side with tacos or enchiladas.,,GF,,,,,KF,,,Q,V,,
7,Instant Pot Refried Beans,https://www.skinnytaste.com/refried-beans/,0,https://www.skinnytaste.com/wp-content/uploads/2018/10/Instant-Pot-Not-Fried-Pinto-Beans-Finals-9-260x390.jpg,50,"These Instant Pot Refried Beans are a simple, healthy, and fat-free version of the classic Mexican side dish. No oil or lard required! Enjoy as a dip, side dish, or topping on your favorite Mexican and Tex-Mex dishes.",DF,GF,,,HF,,KF,,,,V,,
8,Healthy Baked Macaroni and Cheese,https://www.skinnytaste.com/lighter-baked-macaroni-and-cheese/,10,https://www.skinnytaste.com/wp-content/uploads/2020/04/Lighter-Baked-Macaroni-and-Cheese-9-260x390.jpg,261,This healthy mac and cheese recipe is a lighter version of the classic recipe with added fiber from spinach. It’s the ultimate comfort food!,,,,FM,HF,,KF,,,,V,,
9,Air Fryer Chicken Tenders,https://www.skinnytaste.com/air-fryer-chicken-tenders/,3,https://www.skinnytaste.com/wp-content/uploads/2020/04/Crispy-Air-Fryer-Chicken-Tenders-4-260x390.jpg,291,"These crispy Air Fryer Chicken Tenders are golden and juicy, so easy to make and perfect for weeknight cooking!",,GF,AF,,,,KF,,,Q,,,
10,Orzo with Zucchini and Tomato,https://www.skinnytaste.com/orzo-with-zucchini-and-tomato/,6,https://www.skinnytaste.com/wp-content/uploads/2020/04/Orzo-with-Zucchini-and-Tomato-5-260x390.jpg,144,"Orzo with Zucchini and Tomato is the best orzo side dish!! So versatile, that goes great with shrimp, chicken, pork chops, or double the portion and enjoy it as a main dish.",,,,,,,KF,,,Q,V,,
11,Tropical Mango Blueberry Lassi,https://www.skinnytaste.com/tropical-mango-blueberry-lassi/,1,https://www.skinnytaste.com/wp-content/uploads/2020/04/Tropical-Lassi-5-260x390.jpg,215,"Tropical Lassi is a healthy, Indian yogurt drink blended with frozen mango, tart blueberries and spices.",,GF,,,HF,,KF,,,Q,V,,
12,Egg Tomato and Scallion Sandwich,https://www.skinnytaste.com/egg-tomato-and-scallion-sandwich/,4,https://www.skinnytaste.com/wp-content/uploads/2014/04/egg-scallion-and-tomato-sandwich-260x390.jpg,213,"Sliced hard boiled eggs, juicy ripe tomatoes, chopped scallions with a touch of mayonnaise, salt and pepper – enjoy this egg sandwich for breakfast or lunch.",,,,,HF,,KF,,,Q,V,,
13,Skillet Mixed Berry Buttermilk Cobbler,https://www.skinnytaste.com/skillet-mixed-berry-buttermilk-cobbler/,6,https://www.skinnytaste.com/wp-content/uploads/2020/04/Skillet-Mixed-Berry-Buttermilk-Cobbler-6-260x390.jpg,151,"Skillet Mixed Berry Buttermilk Cobbler is made with blackberries, raspberries, and strawberries covered with a delicious biscuit topping and baked in a cast iron skillet.",,,,FM,,,KF,,,,V,,
14,Hot Cross Buns,https://www.skinnytaste.com/hot-cross-buns/,7,https://www.skinnytaste.com/wp-content/uploads/2018/03/hot-cross-buns-1-5-260x390.jpg,230,"Easy Hot Cross Buns using this easy dough from my Bagel Recipe. No yeast, no boiling, no fancy mixer. Bake them in the oven or in the air-fryer!",DF,,AF,,,,KF,,,Q,V,,
15,Lebanese Lentil Soup,https://www.skinnytaste.com/lebanese-lentil-soup/,2,https://www.skinnytaste.com/wp-content/uploads/2020/04/Lebanese-Lentil-Soup-1-3-260x390.jpg,260,"Make a big pot of this healthy, vegetarian (and vegan) Lebanese Lentil Soup, made with green lentils, kale, sweet potato, ginger and lots of garlic and lemon.",DF,GF,,,HF,,,,,,V,,
16,Baked Rice and Peas,https://www.skinnytaste.com/baked-rice-and-peas/,5,https://www.skinnytaste.com/wp-content/uploads/2010/12/Baked-Rice-and-Peas-6-2-260x390.jpg,173,"This simple Baked Rice and Peas dish uses pantry and freezer staples, a great side dish to go along with shrimp or chicken.",,GF,,,,,KF,,,,V,,
17,Banana Bread Muffin in a Mug,https://www.skinnytaste.com/banana-bread-muffin-in-a-mug/,2,https://www.skinnytaste.com/wp-content/uploads/2020/04/Banana-Bread-Muffin-in-a-Mug-9-260x390.jpg,108,This easy Banana Bread Muffin in a Mug recipe is perfect when you want a quick breakfast for one in minutes! A great way to use up those brown bananas!,DF,GF,,,,,KF,,,Q,V,,
18,Kale and Butternut Squash Salad with Pears and Almonds,https://www.skinnytaste.com/kale-and-butternut-squash-salad-with-pears-and-almonds/,11,https://www.skinnytaste.com/wp-content/uploads/2020/03/Sweetgreen-Winter-Squash-Salad-3-260x390.jpg,428,"Immune-boosting kale, squash, purple cabbage, arugula, almonds, basil and pears are all tossed in a tangy-sweet dressing. To add more protein, you could add grilled shrimp or salmon.",,GF,,,HF,,,,,,V,,
19,Warm Curry Roasted Sheet Pan Vegetable Salad,https://www.skinnytaste.com/warm-curry-roasted-sheet-pan-vegetable-salad/,9,https://www.skinnytaste.com/wp-content/uploads/2020/03/Warm-Curry-Roasted-Vegetable-Salad-3-260x390.jpg,378,"This healthy, Warm Curry Roasted Sheet Pan Vegetable Salad with Honey Curry Dressing is a delicious vegetarian, gluten- and dairy-free dinner or make-ahead lunch.",DF,GF,,,HF,,,,,,V,,
20,Instant Pot Spaghetti and Turkey Meatballs,https://www.skinnytaste.com/instant-pot-spaghetti-and-turkey-meatballs/,10,https://www.skinnytaste.com/wp-content/uploads/2020/03/Whole-Wheat-Spaghetti-9-260x390.jpg,480,This one-pot Instant Pot Spaghetti and Turkey Meatballs is a fast and easy dish the kids and whole family will love!,,,,,HF,,KF,,,,,,
1,"Pantry, Refrigerator and Freezer Staples",https://www.skinnytaste.com/pantry-staples/, ,https://www.skinnytaste.com/wp-content/uploads/2020/03/pantry-260x390.jpg, ,"A list of pantry, refrigerator and freezer staples you should always keep stocked to whip up a healthy meal without a trip to the grocery store.",,,,,,,,,,,,,
2,Harissa Shrimp and Chickpeas,https://www.skinnytaste.com/harissa-shrimp-and-chickpeas/,1,https://www.skinnytaste.com/wp-content/uploads/2020/03/Harissa-Shrimp-and-Chickpeas-7-260x390.jpg,283,"This easy Harissa Shrimp and Chickpea dish is super fast, made all in one skillet, and takes under 10 minutes to make. A great way to use pantry and freezer staples.",DF,GF,,,HF,,,,,Q,,,
3,Baby Pasta Shells with Asparagus and Marinara Sauce,https://www.skinnytaste.com/baby-pasta-shells-with-asparagus-and/,7,https://www.skinnytaste.com/wp-content/uploads/2011/04/Baby-Pasta-Shells-with-Asparagus-and-Marinara-Sauce-7-260x390.jpg,283,"15-Minute Baby Pasta Shells with Asparagus and Marinara Sauce is a quick and easy 4-ingredient pasta dish, perfect for Spring.",,GF,,,,,KF,,,Q,V,,
4,Green Apple Lemon Cucumber Ginger Smoothie,https://www.skinnytaste.com/green-apple-lemon-cucumber-ginger-smoothie/,4,https://www.skinnytaste.com/wp-content/uploads/2020/03/Green-Apple-Lemon-Cucumber-Ginger-Smoothie-6-260x390.jpg,110,"This healthy, Green Apple Lemon Cucumber and Ginger Smoothie is a great source of many vitamins and minerals, especially vitamin C and a great way to boost your immune system.",DF,GF,,,HF,,,,,Q,V,,
5,Za’atar Roasted Carrot and Chickpea Yogurt Bowls,https://www.skinnytaste.com/zaatar-roasted-carrot-and-chickpea-yogurt-bowls/,7,https://www.skinnytaste.com/wp-content/uploads/2020/03/Za_atar-Roasted-Carrots-and-Chickpea-Yogurt-Bowls-4-260x390.jpg,332,Roasted Carrots and Chickpeas seasoned with za’atar and served over Greek yogurt with lemony kale makes a wonderful side dish or meatless main!,,GF,,,HF,,,,,,V,,
6,Broiled Tilapia with Thai Coconut Curry Sauce,https://www.skinnytaste.com/broiled-tilapia-with-thai-coconut-curry/,3,https://www.skinnytaste.com/wp-content/uploads/2010/04/Broiled-Tilapia-with-Thai-Coconut-Curry-7-260x390.jpg,225,"Broiled Tilapia with Thai Coconut Curry Sauce has so much flavor, perfect over jasmine rice to absorb all the delicious sauce.",DF,GF,,FM,,,,LC,,,,,
7,Soba Noodle Veggie Stir Fry,https://www.skinnytaste.com/soba-noodle-veggie-stir-fry/,12,https://www.skinnytaste.com/wp-content/uploads/2020/03/Soba-Noodle-Veggie-Stir-Fry-6-260x390.jpg,488,"This spicy Soba Noodle Veggie Stir Fry is a quick and easy meal for one, and perfect as a dairy-free, vegetarian dinner.",DF,,,,,,,,,Q,V,,
8,Chipotle’s Cilantro Lime Rice,https://www.skinnytaste.com/chipotle-cilantro-lime-rice-4-pts/,6,https://www.skinnytaste.com/wp-content/uploads/2009/03/Cilantro-Lime-Rice-5-260x390.jpg,194,"I am a huge fan of the rice at Chipotle’s. Here is my copycat version for their cilantro lime rice, it tastes just like the real thing! Of course, I used less oil. Makes a wonderful side dish for chicken, beef or pork.",,GF,,,,,KF,,,Q,V,,
9,Creamy Shrimp and Celery Salad,https://www.skinnytaste.com/creamy-shrimp-and-celery-salad-3-ww-pts/,2,https://www.skinnytaste.com/wp-content/uploads/2008/07/Creamy-Shrimp-and-Celery-Salad-6-260x390.jpg,160,This Creamy Shrimp and Celery Salad is seasoned with Old Bay and lime juice and mixed in a light creamy sauce.,,GF,,,,,,LC,,,,,
10,Chorizo Breakfast Bowls,https://www.skinnytaste.com/chorizo-breakfast-bowls/,7,https://www.skinnytaste.com/wp-content/uploads/2020/03/Chorizo-Breakfast-Bowls-7-260x390.jpg,429,Start your day off right with these healthy turkey Chorizo Breakfast Bowls – perfect for making ahead if you need a fast and easy breakfast on the go!,,GF,,,HF,,,,MP,,,,
11,Spring Asparagus Risotto,https://www.skinnytaste.com/spring-asparagus-risotto/,8,https://www.skinnytaste.com/wp-content/uploads/2013/03/Spring-Asparagus-Risotto-7-260x390.jpg,255,"Creamy asparagus risotto, cooked with fresh herbs, Parmigiano-Reggiano and a touch of lemon. Perfect Spring meatless main dish or wonderful topped with grilled shrimp or scallops.",,GF,,,,,,,,,V,,
12,Healthy Cod Fish Tacos,https://www.skinnytaste.com/cod-fish-tacos/,5,https://www.skinnytaste.com/wp-content/uploads/2020/02/Cod-Fish-Tacos-7-260x390.jpg,342,"This easy, healthy cod fish taco recipe is seasoned with a chili-lime cumin rub topped with slaw and creamy lime sauce – no breading, no frying!",,GF,,,,,KF,,,Q,,,
13,Air Fryer Falafel,https://www.skinnytaste.com/air-fryer-falafel/,1,https://www.skinnytaste.com/wp-content/uploads/2020/02/Air-Fryer-Falafel-6-260x390.jpg,134,This easy Air Fryer Falafel recipe is made quicker and healthier with canned chickpeas – no deep frying!,DF,,AF,FM,,,,,MP,,V,,
14,Kung Pao Tofu,https://www.skinnytaste.com/kung-pao-tofu/,6,https://www.skinnytaste.com/wp-content/uploads/2020/02/Kung-Pao-Tofu-7-260x390.jpg,244,"Kung Pao Tofu, a lighter, healthy (and vegetarian) take on one of my favorite Chinese takeout dishes! So good and loaded with veggies!",DF,GF,,,,HP,,,,,V,,
15,Sesame Encrusted Chicken Tenders,https://www.skinnytaste.com/sesame-encrusted-baked-chicken-tenders/,4,https://www.skinnytaste.com/wp-content/uploads/2011/08/Sesame-Encrusted-Baked-Chicken-Tenders-4-260x390.jpg,197,"If you like the taste of sesame seeds as much as I do, you’ll love these Sesame Encrusted Chicken Tenders coated with sesame seeds, panko and a hint of soy sauce. Bake them or make them in the air fryer!",,,,,,,,LC,,Q,,,
16,7-Day Weight-Loss Meal Plan (February 17-23),https://www.skinnytaste.com/7-day-weight-loss-meal-plan-february-17-23/, ,https://www.skinnytaste.com/wp-content/uploads/2020/02/ST_Weekly_Meal_Template_215_Feb-17_Feb-23-260x390.jpg, ,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner and a shopping list. All recipes include calories and updated WW Smart Points.",,,,,,,,,,,,,
17,Spicy Shrimp Fried Rice,https://www.skinnytaste.com/spicy-shrimp-fried-rice/,7,https://www.skinnytaste.com/wp-content/uploads/2009/06/Spicy-Shrimp-Fried-Rice-4-260x390.jpg,307,"Spicy Shrimp Fried Rice made healthier using leftover cooked brown rice, a delicious whole grain that’s high in fiber, so it fills you up.",DF,GF,,FM,,,,,,Q,,,
18,Chocolate Pistachio Biscotti,https://www.skinnytaste.com/chocolate-pistachio-biscotti/,4,https://www.skinnytaste.com/wp-content/uploads/2011/02/chocolate-pistachio-biscotti-260x378.jpg,103,Chocolate Pistachio Biscotti are perfect for holiday baking or giving away to friends!,,,,,,,KF,,,,V,,
19,Crock Pot Chicken Taco Chili Recipe,https://www.skinnytaste.com/crock-pot-chicken-taco-chili-4-pts/,1,https://www.skinnytaste.com/wp-content/uploads/2008/11/crockpot-chicken-taco-chili-8-260x390.jpg,220,Crock Pot Chicken Taco Chili is an easy slow cooker dump recipe using freezer and pantry staples! This has been one of my most popular recipes since 2008!,,GF,,FM,HF,,KF,,,,,,SC
20,Cheesy Turkey Meatball Skillet,https://www.skinnytaste.com/turkey-meatball-skillet/,9,https://www.skinnytaste.com/wp-content/uploads/2020/02/Cheesy-Turkey-Meatball-Skillet-9-260x390.jpg,356,"Cheesy Turkey Meatball Skillet covered in sauce and cheese, made all in one skillet. Serve this with a green salad and a little bread on the side for dipping!",,GF,,,,,KF,,,,,,
1,Chicken Barley Soup,https://www.skinnytaste.com/chicken-barley-soup/,2,https://www.skinnytaste.com/wp-content/uploads/2015/02/Chicken-Barley-Soup-2-2-260x390.jpg,262,"As the days get colder, warm up with a bowl of Chicken and Barley Soup, made with carrots, onions, celery, chicken breasts, and pearl barley.",DF,,,FM,HF,,,,,,,,
2,Whole Roasted Baby Cauliflower,https://www.skinnytaste.com/whole-roasted-baby-cauliflower/,1,https://www.skinnytaste.com/wp-content/uploads/2020/02/Whole-Roasted-Baby-Cauliflower-4-260x390.jpg,46.5,"This simple, Whole Roasted Baby Cauliflower is perfectly charred on the outside and tender in the middle. Made with just four ingredients – salted water, extra-virgin olive oil, coarse sea salt—and cauliflower.",DF,GF,,,,,KF,LC,,,V,W,
3,Cooking With Yogurt – How To Sub Greek Yogurt In Recipes,https://www.skinnytaste.com/cooking-with-yogurt-how-to-substitute-yogurt/, ,https://www.skinnytaste.com/wp-content/uploads/2020/01/Skinnytaste-Stonyfield-Yogurt-Chart-v8-260x390.png, ,Easy Greek (and plain) yogurt swaps you can use every day in recipes to cut fat and calories with added health benefits!,,,,,,,,,,,,,
4,Air Fryer Bacon-Burger Bites,https://www.skinnytaste.com/air-fryer-burger-bites/,2,https://www.skinnytaste.com/wp-content/uploads/2020/01/Air-Fryer-Burger-Bites-5-260x390.jpg,125,"These bite-sized, air fryer bacon burgers make a great low-carb appetizer – perfect for the Super Bowl.",DF,GF,AF,,,,KF,LC,,Q,,W,
5,"Pasta with Italian Chicken Sausage, Escarole and Beans",https://www.skinnytaste.com/pasta-with-italian-chicken-sausage/,7,https://www.skinnytaste.com/wp-content/uploads/2012/01/Pasta-with-Italian-Chicken-Sausage-7-260x390.jpg,332,"Pasta with Italian Chicken Sausage, Escarole and Beans is ridiculously good made with lots of garlic, lean Italian chicken sausage, and white cannellini beans.",,GF,,,HF,,KF,,,Q,,,
6,Swedish Meatballs,https://www.skinnytaste.com/swedish-meatballs/,8,https://www.skinnytaste.com/wp-content/uploads/2011/05/Swedish-Meatballs-5-260x390.jpg,293,These tasty Swedish Meatballs are always a hit with my family! They’re lighter than most recipes but still have all the flavor.,,GF,,,,,KF,LC,,,,,
7,"Mixed Baby Greens with Pomegranate, Gorgonzola and Pecans",https://www.skinnytaste.com/mixed-baby-greens-with-pecans/,7,https://www.skinnytaste.com/wp-content/uploads/2008/11/Mixed-Baby-Greens-with-Pecans-5-260x390.jpg,228,"The beautiful, delicious, fall or winter salad is made with mixed baby greens, pomegranate, Gorgonzola and pecans with a pomegranate vinaigrette.",,GF,,,,,,LC,,Q,V,,
8,Easy Wonton Soup,https://www.skinnytaste.com/wonton-soup/,2,https://www.skinnytaste.com/wp-content/uploads/2020/01/Wonton-Soup-7-260x390.jpg,136,"This quick and easy wonton soup is super simple, loaded with veggies and takes under 15 minutes to make thanks to the frozen wontons.",DF,,,,,,KF,,,Q,,,
9,French Onion Soup,https://www.skinnytaste.com/french-onion-soup/,7,https://www.skinnytaste.com/wp-content/uploads/2009/11/French-Onion-Soup-11-260x390.jpg,312.8,"French onion soup is one of my favorite soups, we order it all the time at our neighborhood restaurant but it’s just as easy to make from scratch and so much lighter.",,GF,,,,,KF,LC,,,,,
10,Kielbasa Veggie Sheet Pan Dinner,https://www.skinnytaste.com/kielbasa-veggie-sheet-pan-dinner/,8,https://www.skinnytaste.com/wp-content/uploads/2020/01/Kielbasa-Sheetpan-Dinner-9-260x390.jpg,270,"Kielbasa Veggie Sheet Pan Dinner is made with turkey kielbasa, asparagus, tomatoes and bell peppers cooked all on one pan, easy cleanup! It’s also Keto, Whole30, Low Carb and Gluten-free.",DF,GF,,,HF,,,LC,,,,W,
11,Low-Carb Turkey Taco Stuffed Avocados,https://www.skinnytaste.com/turkey-taco-stuffed-avocados/,9,https://www.skinnytaste.com/wp-content/uploads/2020/01/Turkey-Taco-Stuffed-Avocados-5931-260x390.jpg,422,"Taco Tuesday just got a little better with these quick and easy, low-carb Turkey Taco Stuffed Avocados – I’m obsessed!",,GF,,,HF,,KF,LC,MP,Q,,,
12,Vegetarian Enchiladas with Butternut Squash and Black Beans,https://www.skinnytaste.com/butternut-squash-and-black-bean/,6,https://www.skinnytaste.com/wp-content/uploads/2013/11/Vegetarian-Enchiladas-20-260x390.jpg,185,"Easy vegetarian enchiladas made with butternut squash and black beans, smothered with enchilada sauce and cheese, then baked in the oven. A delicious recipe that’s perfect for meatless Mondays!",,,,,HF,,,,,,V,,
13,Asian Glazed Drumsticks,https://www.skinnytaste.com/asian-glazed-drumsticks/,8,https://www.skinnytaste.com/wp-content/uploads/2010/07/Asian-Glazed-Drumsticks-7-1-260x390.jpg,335,"Soy sauce, vinegar and Sriracha hot sauce make these Asian-Glazed Chicken Drumsticks savory and delicious – serve over rice or vegetables for an easy meal!",DF,,,,,,,LC,,,,,
14,Italian Beef and Spinach Meatballs,https://www.skinnytaste.com/skinny-italian-spinach-meatballs/,6,https://www.skinnytaste.com/wp-content/uploads/2010/06/Italian-Spinach-and-Beef-Meatballs-9-260x390.jpg,259,"These amazing Italian Beef and Spinach Meatballs made with ground beef plus I snuck some spinach in the mix, but I promise even the pickiest of eaters will love them!",,GF,,FM,,,KF,,MP,,,,
15,Lemon-Chili Shrimp Quinoa Bowls,https://www.skinnytaste.com/shrimp-quinoa-bowl/,8,https://www.skinnytaste.com/wp-content/uploads/2019/12/Lemon-Shrimp-Quinoa-Bowls-7-260x390.jpg,484,"A quick and easy Lemon-Chili Shrimp Avocado Quinoa Bowl recipe, great for lunch or dinner, or make them ahead for meal prep!",DF,GF,,,HF,HP,,,MP,,,,
16,Greek Chicken Meal Prep Rice Bowls,https://www.skinnytaste.com/greek-chicken-meal-prep-rice-bowls/,11,https://www.skinnytaste.com/wp-content/uploads/2020/01/Greek-Chicken-Meal-Prep-4-260x390.jpg,418,Bring the flavors of the Mediterranean to work with these Greek Chicken Meal Prep Rice Bowls – the perfect recipe to make ahead!,,GF,,FM,,,KF,,MP,,,,
17,Top 25 Most Popular Skinnytaste Recipes of 2019,https://www.skinnytaste.com/top-25-most-popular-skinnytaste-recipes-2019/, ,https://www.skinnytaste.com/wp-content/uploads/2020/01/TOP-2019-260x390.jpg, ,Top 25 Most Popular Skinnytaste Recipes of 2019,,,,,,,,,,,,,
18,Changua (Colombian Milk and Egg Soup),https://www.skinnytaste.com/changua/,4,https://www.skinnytaste.com/wp-content/uploads/2019/12/Changua-6-260x390.jpg,180,"Changua (Colombian Milk and Egg Soup) is a typical breakfast in Bogotá, the capital of Colombia where my mom was born. It’s also know to cure hangovers.",,,,,,,,,,Q,,,
19,Coconut Broth Clams with Lemongrass,https://www.skinnytaste.com/coconut-broth-clams-with-lemongrass/,8,https://www.skinnytaste.com/wp-content/uploads/2019/12/Coconut-Broth-Clams-6-260x390.jpg,233,"Asian Coconut Broth Clams made with lemongrass, ginger and cilantro is wonderful when paired with bread for dipping all that delicious broth!",DF,GF,,,,,,LC,,Q,,,
20,Chocolate Chip Cloud Cookies,https://www.skinnytaste.com/chocolate-chip-clouds/,3,https://www.skinnytaste.com/wp-content/uploads/2013/12/Chocolate-Chip-Clouds-10-260x390.jpg,54,"These cloud cookies are light and airy, slightly chewy with chocolate chips in every bite! Made airy with egg whites, sugar and chocolate, these gluten free meringues just melt in your mouth.",,GF,,,,,,,,,,,
1,Strawberry Squares,https://www.skinnytaste.com/strawberry-squares/,7,https://www.skinnytaste.com/wp-content/uploads/2010/11/Strawberry-Squares-1-2-260x390.jpg,138,"Strawberry Squares, these delicious baked treats are easy to make, feel free to use your favorite pie filling flavor!",,GF,,,,,KF,,,,,,
2,Arroz Con Pollo – Rice and Chicken,https://www.skinnytaste.com/arroz-con-pollo-lightened-up/,10,https://www.skinnytaste.com/wp-content/uploads/2011/01/Arroz-con-Pollo-Lightened-Up-9-260x390.jpg,410,"Authentic Arroz Con Pollo, or Latin chicken and rice, is the ultimate one-pot meal. It’s a classic Latin dish that I grew up on and now cook for my family.",DF,GF,,FM,,,KF,,,,,,
3,Healthy Breakfast Casserole with Spinach and Feta,https://www.skinnytaste.com/breakfast-casserole-with-spinach-and-feta/,6,https://www.skinnytaste.com/wp-content/uploads/2019/12/Feta-Breakfast-Bake-9-260x390.jpg,296,"This healthy Breakfast Casserole recipe is made with eggs, spinach, tomatoes and Feta cheese and only takes a few minutes to whip up. You can make it ahead of time, so it’s the perfect breakfast egg casserole for Christmas morning or any day!",,GF,,,,,,,,,,,
4,"One Pan Roasted Potatoes, Sausage and Peppers",https://www.skinnytaste.com/roasted-potatoes-chicken-sausage-and/,8,https://www.skinnytaste.com/wp-content/uploads/2011/10/One-Pan-Roasted-Potatoes-Sausage-and-Peppers-6-260x390.jpg,325,"One Pan Roasted Potatoes Sausage and Peppers is one of my favorite, fuss-free sheet pan dinners. Perfect for weeknights and bonus points for easy cleanup!",,GF,,,,,KF,,,,,W,
5,Pork Chops with Mushrooms and Shallots,https://www.skinnytaste.com/pork-chops-with-mushrooms-and-shallots/,6,https://www.skinnytaste.com/wp-content/uploads/2010/12/Pork-Shops-with-Mushrooms-and-Shallots-7-260x390.jpg,178,"These Pork Chops with Mushrooms and Shallots are juicy and flavorful, made with a creamy Dijon sauce perfect for weeknight dinner!",,GF,,,,,KF,LC,,,,,
6,Yogurt Panna Cotta with Macerated Berries,https://www.skinnytaste.com/yogurt-panna-cotta/,3,https://www.skinnytaste.com/wp-content/uploads/2019/12/Yogurt-Panna-Cotta-4-260x390.jpg,82,"This simple Yogurt Panna Cotta is the perfect smooth, creamy dessert. The cool tang of yogurt pairs perfectly with fresh berries. To macerate the berries simple mix them with a little sugar and let them sit.",,GF,,,,,KF,,,,,,
7,Stuffed Mushrooms with Broccoli Rabe and Sausage,https://www.skinnytaste.com/stuffed-mushrooms-with-broccoli-rabe-and-sausage/,3,https://www.skinnytaste.com/wp-content/uploads/2019/12/Broccoli-Rabe-Stuffed-Mushroom-11-260x390.jpg,121,"I’m OBSESSED with these Italian stuffed mushrooms filled with broccoli rabe and sausage, the perfect festive holiday appetizer!",,GF,,,,,,,,,,,
8,Cacio e Pepe Brussels Sprouts,https://www.skinnytaste.com/cacio-e-pepe-brussels-sprouts/,6,https://www.skinnytaste.com/wp-content/uploads/2019/12/Cacio-E-Pepe-Brussels-Sprouts-6-260x390.jpg,204,Cacio e Pepe Brussels Sprouts swaps out pasta for shredded Brussels sprouts in this low-carb take on the Italian classic.,,GF,,,,,,LC,,Q,V,,
